wallet,tx_count,small_transfer_count,avg_gas_used,avg_tx_value,wallet_age_days,contract_interaction_count,is_sybil
0x0000000000000000000000000000000000000070,2959,1943,52884.06340178489,0.0022566393763622968,1634,2365,0
0x0000000000000000000000000000000000000071,1970,333,44645.16605242849,0.05404277429834143,1190,1953,1
0x0000000000000000000000000000000000000072,1571,512,44880.44079378749,0.03688154282642956,902,1252,0
0x0000000000000000000000000000000000000073,1315,724,55801.34095075201,0.004125851271077342,2928,77,0
0x0000000000000000000000000000000000000074,4228,600,37297.966813224615,0.03392165325696139,1348,3597,0
0x0000000000000000000000000000000000000075,4671,2190,49476.16937661409,0.017230666756322247,2222,1248,0
0x0000000000000000000000000000000000000076,4034,1997,17109.387430670027,0.008093781763165494,1232,2601,1
0x0000000000000000000000000000000000000077,2036,477,54324.81917452506,0.04486606661072891,449,156,1
0x0000000000000000000000000000000000000078,1121,1020,48303.358165442456,0.0006821507971567586,2675,516,1
0x0000000000000000000000000000000000000079,2913,1141,31439.161740911328,0.03443615927082006,3260,814,0
0x000000000000000000000000000000000000007a,3229,3228,47569.88616645352,0.025461923439833892,124,2674,0
0x000000000000000000000000000000000000007b,794,282,30778.346758223746,0.008483663875865268,40,253,0
0x000000000000000000000000000000000000007c,2598,711,23205.407179982096,0.019087655328434865,2295,2188,1
0x000000000000000000000000000000000000007d,3282,984,33949.36924008097,0.005914702410287008,1669,827,0
0x000000000000000000000000000000000000007e,4452,2935,33973.52194694684,0.0014282345920647416,80,3533,0
0x000000000000000000000000000000000000007f,3798,2826,53018.49168160095,0.011987285926072353,2891,1636,0
0x0000000000000000000000000000000000000080,1646,419,40557.24912288695,0.0178942757365815,2738,1454,1
0x0000000000000000000000000000000000000081,202,179,50941.91518470948,0.031003568082942832,966,34,0
0x0000000000000000000000000000000000000082,537,74,39345.2264624254,0.01311074674819142,2424,528,0
0x0000000000000000000000000000000000000083,955,875,48074.17361082801,0.048779431236108256,1235,663,0
0x0000000000000000000000000000000000000084,4806,3572,37690.65469791322,0.01737804767570544,691,2713,1
0x0000000000000000000000000000000000000085,3121,966,46962.063648134186,0.0742153987865164,3462,688,0
0x0000000000000000000000000000000000000086,342,62,40006.99117557175,0.018096386481778914,3242,214,0
0x0000000000000000000000000000000000000087,952,722,41582.559809533675,0.008596805642516815,2747,284,1
0x0000000000000000000000000000000000000088,1501,285,43031.05666100579,0.0069640665701403304,1424,1198,0
0x0000000000000000000000000000000000000089,2162,1701,51665.00829925106,0.028993740098167457,1950,54,0
0x000000000000000000000000000000000000008a,4896,4873,48332.23877620742,0.010509791352144927,2164,54,1
0x000000000000000000000000000000000000008b,3463,3420,26734.609838902412,0.010484449083580075,342,2806,0
0x000000000000000000000000000000000000008c,2491,1790,34754.79733720226,0.02115398177841154,3084,1287,1
0x000000000000000000000000000000000000008d,2144,1111,44893.74561227918,0.025621896261940637,3221,451,0
0x000000000000000000000000000000000000008e,4278,822,23302.208279316,0.04463726041643655,2892,3594,0
0x000000000000000000000000000000000000008f,1410,706,57646.869342627186,0.017846355002866104,425,260,0
0x0000000000000000000000000000000000000090,1280,904,22465.30583749337,0.059305344423044075,2931,592,0
0x0000000000000000000000000000000000000091,2680,2106,34550.77765041091,0.04499078980579487,157,735,0
0x0000000000000000000000000000000000000092,3187,2573,48697.404402284126,0.010301695073162821,3302,1781,0
0x0000000000000000000000000000000000000093,2542,2051,50571.249333563086,0.002837636610905733,2106,804,0
0x0000000000000000000000000000000000000094,2176,2089,23704.070140236727,0.016156710308139706,3254,1401,0
0x0000000000000000000000000000000000000095,342,26,45518.636553095006,0.046055430577063634,675,218,0
0x0000000000000000000000000000000000000096,455,393,38418.985099298014,0.009662215986557369,2711,45,0
0x0000000000000000000000000000000000000097,3068,1845,48065.93247913687,0.026790781808479266,2896,692,0
0x0000000000000000000000000000000000000098,4890,4124,24759.847582729697,0.00879096955445707,1166,186,1
0x0000000000000000000000000000000000000099,1251,97,32015.609525829463,0.010105135607030606,2741,757,1
0x000000000000000000000000000000000000009a,1786,1571,27680.418742539783,0.03684375668939392,3035,1530,0
0x000000000000000000000000000000000000009b,482,200,41452.26777129347,0.029472999182934695,1554,72,1
0x000000000000000000000000000000000000009c,1241,60,33730.329422122326,0.005657925075170632,160,107,0
0x000000000000000000000000000000000000009d,3550,101,58124.48557996929,0.017843217594469284,2352,1636,1
0x000000000000000000000000000000000000009e,4091,2864,26806.521108625944,0.01561339692303473,245,338,0
0x000000000000000000000000000000000000009f,2709,1750,37737.54780991324,0.02575457729575248,3053,709,0
0x00000000000000000000000000000000000000a0,3727,3642,48184.847346385395,0.0006907104708842363,658,3590,1
0x00000000000000000000000000000000000000a1,1522,826,41338.47654246,0.05774347362481949,2671,1246,0
0x00000000000000000000000000000000000000a2,935,401,61910.660055597175,0.021006007659390785,3253,619,1
0x00000000000000000000000000000000000000a3,131,36,43400.67630525231,0.015111737108764265,3063,107,0
0x00000000000000000000000000000000000000a4,3960,2544,60423.96422714073,0.02677720837409224,3262,15,0
0x00000000000000000000000000000000000000a5,1132,893,44851.75105229589,0.010808730765598082,768,545,1
0x00000000000000000000000000000000000000a6,4855,1804,47133.995902054456,0.032067450460462506,3140,813,0
0x00000000000000000000000000000000000000a7,2033,476,40470.17213123745,0.0007664352293192762,777,696,0
0x00000000000000000000000000000000000000a8,1772,1262,31939.6968032943,0.00820062425315165,369,388,1
0x00000000000000000000000000000000000000a9,3761,2050,37992.08133959266,0.01259634153044805,405,3741,0
0x00000000000000000000000000000000000000aa,146,36,39653.15112613219,0.009700774549106356,3445,139,0
0x00000000000000000000000000000000000000ab,1829,60,42342.14732536521,0.005994624836336174,3481,709,0
0x00000000000000000000000000000000000000ac,3416,10,39029.004325966765,0.01026925651006873,1363,884,0
0x00000000000000000000000000000000000000ad,1390,1353,40543.18886454237,0.0009616607849280913,854,217,0
0x00000000000000000000000000000000000000ae,2554,2306,44685.63493371523,0.01987304490556424,756,1544,0
0x00000000000000000000000000000000000000af,1914,1776,45081.8977749213,0.0038206739315237064,2496,689,1
0x00000000000000000000000000000000000000b0,3,2,32947.89263670219,0.015399459685816741,2406,1,0
0x00000000000000000000000000000000000000b1,1291,951,32963.799370735534,0.006174029953340311,1017,1218,1
0x00000000000000000000000000000000000000b2,1356,169,45434.99102789342,0.016008295631397974,984,1249,0
0x00000000000000000000000000000000000000b3,975,37,50836.096539054706,0.00601544846952569,1229,601,0
0x00000000000000000000000000000000000000b4,37,12,49074.947684172555,0.016940841818226887,3141,33,0
0x00000000000000000000000000000000000000b5,1997,1772,40358.945497677,0.026478407539591988,245,1170,0
0x00000000000000000000000000000000000000b6,2140,1704,28311.0373425828,0.053211031843980294,385,190,0
0x00000000000000000000000000000000000000b7,4796,556,32574.856491430593,0.04109006644285871,1084,4521,1
0x00000000000000000000000000000000000000b8,3509,1574,43686.733088729015,0.03569180594024448,2042,1547,1
0x00000000000000000000000000000000000000b9,3118,1690,36066.61187672639,0.07946326935948816,2094,359,0
0x00000000000000000000000000000000000000ba,4796,4543,54951.337455174114,0.002262940345916581,2491,3526,1
0x00000000000000000000000000000000000000bb,1248,993,42136.3042442851,0.008367121799782223,601,334,1
0x00000000000000000000000000000000000000bc,278,195,45186.39647613567,0.05886199506400826,2269,16,0
0x00000000000000000000000000000000000000bd,886,704,33752.93276837897,0.0011933114239251654,3221,209,1
0x00000000000000000000000000000000000000be,4800,686,43671.02266788067,0.0004978844456502262,936,3104,0
0x00000000000000000000000000000000000000bf,4000,2994,34741.94612687043,0.00582065358109083,2036,3609,0
0x00000000000000000000000000000000000000c0,4834,3356,40889.52272609702,0.03496489428900959,1128,1823,1
0x00000000000000000000000000000000000000c1,3156,3093,51659.13715371401,0.0028159574827602853,2926,2795,0
0x00000000000000000000000000000000000000c2,989,20,21532.275655285983,0.007735106862373985,963,526,0
0x00000000000000000000000000000000000000c3,1856,1008,34333.30587489894,0.021091917177519792,1839,1294,0
0x00000000000000000000000000000000000000c4,3611,1607,35810.79880751453,0.0019118231744402977,549,590,0
0x00000000000000000000000000000000000000c5,3634,2035,35182.2673701516,0.0003604668298459375,378,959,0
0x00000000000000000000000000000000000000c6,3900,377,52492.01767487534,0.013137167205395893,2283,2502,1
0x00000000000000000000000000000000000000c7,1876,1763,44914.04567019497,0.016347589628076777,1046,955,1
0x00000000000000000000000000000000000000c8,117,1,33653.94964706643,0.01214747018390625,101,20,1
0x00000000000000000000000000000000000000c9,4434,1389,49957.52236681356,0.07353890056704716,195,1567,0
0x00000000000000000000000000000000000000ca,729,101,42579.96992120066,0.02765893055556098,1606,400,1
0x00000000000000000000000000000000000000cb,3118,1695,44691.16709781063,0.0003707683285389537,1363,1109,0
0x00000000000000000000000000000000000000cc,2721,713,40625.02733249476,0.042832039434255766,1979,2636,1
0x00000000000000000000000000000000000000cd,918,102,32195.259936746566,0.0028477701184932277,2948,89,0
0x00000000000000000000000000000000000000ce,4239,3041,41017.64072987626,0.060544448226873694,346,634,1
0x00000000000000000000000000000000000000cf,3145,2270,37259.68185752055,0.015587017761912441,3471,715,0
0x00000000000000000000000000000000000000d0,1714,1341,45180.66943845092,0.013248419940203138,488,1107,0
0x00000000000000000000000000000000000000d1,3462,3385,53079.86637140105,0.03063403911938018,924,514,1
0x00000000000000000000000000000000000000d2,4970,4109,33485.819963855516,0.041080711140047965,2199,3638,0
0x00000000000000000000000000000000000000d3,4781,1927,35161.141659456785,0.041088389068133106,2386,2335,0
0x00000000000000000000000000000000000000d4,3666,1989,30667.86592354402,0.1121726246409541,2950,1082,0
0x00000000000000000000000000000000000000d5,755,34,47533.257603772414,0.004983620182207498,2012,206,0
0x00000000000000000000000000000000000000d6,3889,2909,39082.406760005,0.0374479350350002,2882,515,0
0x00000000000000000000000000000000000000d7,3454,2579,45027.89721040756,0.014057683911808947,1742,2994,0
0x00000000000000000000000000000000000000d8,1274,1140,55687.0901101093,0.018212315561356843,3009,294,0
0x00000000000000000000000000000000000000d9,1395,185,24564.621881648876,0.04869111879047198,1321,1260,0
0x00000000000000000000000000000000000000da,2959,2914,35236.99359031172,0.01841879964125906,3399,939,0
0x00000000000000000000000000000000000000db,2,0,53883.12701433808,0.01065567137986257,3082,0,0
0x00000000000000000000000000000000000000dc,4477,1646,55422.55946048499,0.02173098356918704,867,3216,0
0x00000000000000000000000000000000000000dd,2041,27,58044.9708836161,0.005971717608480124,1282,260,0
0x00000000000000000000000000000000000000de,4556,4023,25937.15371416718,0.00534906884264051,3111,3778,1
0x00000000000000000000000000000000000000df,2640,1993,34473.72005093798,0.011912337480559684,2921,861,1
0x00000000000000000000000000000000000000e0,2361,575,27034.98232519171,0.01860465734884853,2764,2020,0
0x00000000000000000000000000000000000000e1,2353,1655,24874.04499161184,0.032763966423387025,2233,1390,0
0x00000000000000000000000000000000000000e2,620,250,36731.192203203485,0.0011756221345992541,2588,292,0
0x00000000000000000000000000000000000000e3,2845,2166,34490.51885534573,0.005090134916903106,2562,1082,1
0x00000000000000000000000000000000000000e4,1009,690,49163.276747024815,0.01212984538184019,2572,426,0
0x00000000000000000000000000000000000000e5,3924,2198,43464.884758979926,0.0006086396183994254,337,1359,0
0x00000000000000000000000000000000000000e6,892,374,36055.78152921479,0.026248203556222732,2746,351,0
0x00000000000000000000000000000000000000e7,1519,85,35727.14374392268,0.0058956517571360535,3294,310,0
0x00000000000000000000000000000000000000e8,2475,1993,41837.71134623042,0.029265181140109512,1016,1863,0
0x00000000000000000000000000000000000000e9,3073,1310,41667.696195965174,0.021510739873361776,3154,1327,0
0x00000000000000000000000000000000000000ea,3674,3291,43424.277652212746,0.007657784057449023,3262,1112,1
0x00000000000000000000000000000000000000eb,2633,488,28883.746722612734,0.0023106780517987563,3482,493,0
0x00000000000000000000000000000000000000ec,4115,3553,47214.66273785074,0.01143924993483773,1384,3712,1
0x00000000000000000000000000000000000000ed,822,454,46353.96932214897,0.00011550611032507709,3166,75,0
0x00000000000000000000000000000000000000ee,2191,916,48748.34438269131,0.0181508558872443,765,1963,1
0x00000000000000000000000000000000000000ef,3339,2914,18430.193553003268,0.00368914195220344,3051,2889,1
0x00000000000000000000000000000000000000f0,3849,1026,46223.96870523288,0.03756823642954169,1977,2676,0
0x00000000000000000000000000000000000000f1,4761,11,40584.01472102668,0.003226671610035739,333,3364,0
0x00000000000000000000000000000000000000f2,2831,42,46799.73075516756,0.025325694876627818,920,2474,1
0x00000000000000000000000000000000000000f3,407,106,45754.6866749443,0.00015183237062831378,1868,116,0
0x00000000000000000000000000000000000000f4,715,50,32460.35411133324,0.013305650977988233,3085,372,0
0x00000000000000000000000000000000000000f5,3611,1692,37193.24923133226,0.03249366039930847,2368,1671,0
0x00000000000000000000000000000000000000f6,1682,1,33966.764347782875,0.002599579190428011,1316,1374,0
0x00000000000000000000000000000000000000f7,3655,3006,24131.88284404911,0.0022606176704094085,474,2345,1
0x00000000000000000000000000000000000000f8,1476,1408,44770.03719395073,0.0023825264985639365,2218,886,1
0x00000000000000000000000000000000000000f9,1301,725,17230.873019003924,0.018005324709750196,3127,520,0
0x00000000000000000000000000000000000000fa,2426,1656,27561.36764608715,0.030330385915848974,79,145,0
0x00000000000000000000000000000000000000fb,3041,1462,33070.948022040924,0.017667202081332097,2764,1584,0
0x00000000000000000000000000000000000000fc,1250,672,38147.123411222914,0.00047844919863147985,2496,987,0
0x00000000000000000000000000000000000000fd,1547,649,38701.79300266574,0.005938058352144952,1130,508,1
0x00000000000000000000000000000000000000fe,770,319,44145.418143797884,0.01036099201620799,3475,636,0
0x00000000000000000000000000000000000000ff,3352,699,32276.959746735247,0.03415282174142452,1633,1241,0
0x0000000000000000000000000000000000000100,1191,620,28992.20717163315,0.008769984696208415,737,560,0
0x0000000000000000000000000000000000000101,2565,2475,32887.013752394625,0.0053239461536841205,2226,1735,1
0x0000000000000000000000000000000000000102,3062,2428,26427.4476917322,0.0010751660908477454,1225,2817,1
0x0000000000000000000000000000000000000103,3875,2401,38109.18530838127,0.011824536151380991,145,3335,0
0x0000000000000000000000000000000000000104,3620,2500,45387.55992446369,0.004486226874845159,237,2665,1
0x0000000000000000000000000000000000000105,633,54,30793.264069206336,0.028225133170849133,686,399,0
0x0000000000000000000000000000000000000106,2563,1679,30868.010942183886,0.07312021485167977,659,1540,0
0x0000000000000000000000000000000000000107,364,320,37178.19420974751,0.036907419841239436,178,83,0
0x0000000000000000000000000000000000000108,4552,1766,42980.52210107176,0.01413836868254656,1553,2785,1
0x0000000000000000000000000000000000000109,4577,1601,50019.27548955195,0.009590077092746443,2847,2496,0
0x000000000000000000000000000000000000010a,1726,1430,44490.10963418936,0.017093914318155823,1369,1124,0
0x000000000000000000000000000000000000010b,4108,560,34694.92377061843,0.002474255590198859,623,1826,0
0x000000000000000000000000000000000000010c,4074,1693,32969.37101998856,0.004764699394078022,102,398,0
0x000000000000000000000000000000000000010d,4226,2978,44339.67422465047,0.008496008524262128,1841,1985,0
0x000000000000000000000000000000000000010e,4260,94,64648.77635857683,0.028947214686636757,2458,2946,0
0x000000000000000000000000000000000000010f,1049,481,36998.597156075084,0.0014121472540822042,3071,963,1
0x0000000000000000000000000000000000000110,4224,3679,46575.196074958745,0.04176644801627986,3066,2494,0
0x0000000000000000000000000000000000000111,1885,42,41420.50944324609,0.019330005690115275,1113,662,1
0x0000000000000000000000000000000000000112,1954,777,39209.21252393648,0.028069098852356433,1980,1079,0
0x0000000000000000000000000000000000000113,2131,1122,25197.15901792537,0.001551228416239824,1209,189,0
0x0000000000000000000000000000000000000114,400,251,55211.72137764742,0.0051986043094054265,2178,358,0
0x0000000000000000000000000000000000000115,3293,819,53482.80065926399,0.021326213332526895,451,3134,0
0x0000000000000000000000000000000000000116,768,482,28298.869739406407,0.035151555021810665,1794,597,0
0x0000000000000000000000000000000000000117,4482,2293,21980.1956241998,0.031245146178268332,2738,900,0
0x0000000000000000000000000000000000000118,2010,241,28055.602419943003,0.0013359773125242265,701,163,0
0x0000000000000000000000000000000000000119,4593,2442,45128.43613079377,0.01211655262173857,2385,4278,1
0x000000000000000000000000000000000000011a,2558,1731,36104.03393141208,0.02109443346336819,3328,1768,0
0x000000000000000000000000000000000000011b,3494,2601,45538.33331781546,0.03074388403788928,2474,2672,0
0x000000000000000000000000000000000000011c,17,8,38021.95314103494,0.053276518850327,2309,10,0
0x000000000000000000000000000000000000011d,776,725,36202.42660019758,0.020248857840085423,108,172,1
0x000000000000000000000000000000000000011e,2149,1031,36346.78448687891,0.0014784585373802416,2741,1668,0
0x000000000000000000000000000000000000011f,4328,3897,41846.803058649086,0.01239596185921824,3329,1674,0
0x0000000000000000000000000000000000000120,2547,562,51857.04154662997,0.006158958991071806,1603,991,0
0x0000000000000000000000000000000000000121,1247,359,47189.53310665067,0.01959865010976076,3039,462,0
0x0000000000000000000000000000000000000122,3633,1827,53281.941418490576,0.020651112671274178,407,118,1
0x0000000000000000000000000000000000000123,370,265,45562.3000940066,0.0320605889768872,681,346,0
0x0000000000000000000000000000000000000124,2422,780,55284.68426412532,0.033401790676877534,2969,1249,1
0x0000000000000000000000000000000000000125,4879,2320,45078.357562896235,0.05264503012848413,2260,4040,0
0x0000000000000000000000000000000000000126,4942,3697,37787.46376414228,0.04359406162201104,2965,3988,0
